 ,name,title,lead_source,industry,employees,country,converted
6155,Robert Smith,Owner,Demo Requested,Commercial & Professional Services,11855,LK,false
6156,Hunter Roberts,Software Engineer,In-Person Event,Software & Services,2830,MR,true
6157,Debra Padilla,Solutions Architect,Sign-up,Commercial & Professional Services,13405,KH,false
6158,Corey Floyd,CEO,In-Person Event,Commercial & Professional Services,1955,KM,false
6159,Allison Wang,Analytics Manager,Sign-up,Software & Services,9805,TV,false
6160,Mary Newton,Analytics Manager,Demo Requested,Technology Hardware & Equipment,14380,LY,false
6161,Francisco Ross,VP Data,Sign-up,Technology Hardware & Equipment,6880,UA,true
6162,Sarah Pearson,VP Data,In-Person Event,Software & Services,55,CG,true
6163,Benjamin Savage,Data Engineer,Sign-up,Commercial & Professional Services,12105,VA,false
6164,Laura Williams,CFO,Sign-up,Commercial & Professional Services,7055,BR,false
6165,Larry Cherry,Data Analyst,Sign-up,Software & Services,10655,GY,true
6166,Jesse Carter,Growth Marketing Manager,In-Person Event,Consumer Staples,4905,GQ,false
6167,Michael Gonzalez,VP Engineering,Webinar,Commercial & Professional Services,1380,KP,true
6168,Andrea Blanchard,Product Manager,In-Person Event,Commercial & Professional Services,12555,SG,true
6169,Joshua Fitzpatrick,Analytics Manager,Demo Requested,Software & Services,880,JP,false
6170,Jeremy Miller,Solutions Architect,Sign-up,Consumer Staples,4755,SE,false
6171,Willie Fisher,VP Data,Sign-up,Commercial & Professional Services,5705,YE,false
6172,Mackenzie Walker,Analytics Manager,Sign-up,Commercial & Professional Services,1505,LV,true
6173,Kelly Rose,Data Engineer,Sign-up,Commercial & Professional Services,8880,SK,false
6174,Terry Summers,CEO,Sign-up,Consumer Staples,8555,DE,false
6175,Joseph Gonzales,Account Executive,Demo Requested,Consumer Durables & Apparel,10330,EC,false
6176,Kayla Salazar,Growth Marketing Manager,Sign-up,Commercial & Professional Services,3505,CD,true
6177,Anne Harrington,Foudner,Sign-up,Consumer Staples,8630,TL,false
6178,Jared Patton,Software Engineer,Sign-up,Consumer Staples,8505,BD,false
6179,Misty Barrett,Analytics Manager,Webinar,Commercial & Professional Services,14830,LR,false
6180,Chad Rhodes,VP Engineering,Sign-up,Consumer Durables & Apparel,6555,MK,false
6181,Kristen Reynolds,VP Marketing,Sign-up,Commercial & Professional Services,3755,KM,false
6182,Caitlin Burgess,Data Scientist,Webinar,Consumer Staples,11455,ML,false
6183,Luis Silva,Analytics Manager,In-Person Event,Commercial & Professional Services,7255,KI,false
6184,Jenna Hernandez,VP Data,Sign-up,Commercial & Professional Services,7480,SZ,false
6185,Carla Smith,VP Engineering,In-Person Event,Software & Services,10080,KG,false
6186,Cassidy Jones,Product Manager,In-Person Event,Commercial & Professional Services,2105,PY,false
6187,Abigail Hall,Data Analyst,Sign-up,Software & Services,12780,LV,false
6188,Sarah Cline,VP Data,Sign-up,Consumer Durables & Apparel,11280,LK,false
6189,Mrs. Allison Cowan MD,CEO,Sign-up,Commercial & Professional Services,8105,AD,false
6190,Charles Walters,Analytics Manager,In-Person Event,Commercial & Professional Services,12155,CU,false
6191,Daniel Turner,Software Engineer,Sign-up,Commercial & Professional Services,1755,US,true
6192,Michelle Moreno,Growth Marketing Manager,In-Person Event,Commercial & Professional Services,6005,UG,false
6193,Jessica Gutierrez,VP Data,Webinar,Commercial & Professional Services,9530,DJ,false
6194,Tracy Chang,VP Engineering,Sign-up,Consumer Staples,9355,MK,false
6195,Kevin Clark,CEO,Webinar,Consumer Durables & Apparel,4055,BT,false
6196,Sean Keller,Owner,In-Person Event,Consumer Staples,14255,SK,false
6197,Kelly Hoffman,VP Engineering,Webinar,Consumer Staples,13505,CM,false
6198,Todd Martin,Analytics Manager,Sign-up,Commercial & Professional Services,14330,GW,false
6199,Cesar Glover,Analytics Manager,Sign-up,Consumer Staples,8155,LU,false
6200,Emily Matthews,VP Marketing,In-Person Event,Consumer Staples,11380,CN,false
6201,Lisa Bates,CFO,Sign-up,Commercial & Professional Services,5005,YE,false
6202,Kevin Sandoval,Solutions Architect,Demo Requested,Commercial & Professional Services,11755,GR,false
6203,Mark Chambers,Product Manager,Sign-up,Software & Services,12730,DO,true
6204,Leah Foster,Solutions Architect,Webinar,Commercial & Professional Services,3455,BS,false
6205,Erik Martinez,Account Executive,Webinar,Consumer Durables & Apparel,1280,CY,false
6206,Drew Berg,CEO,Sign-up,Commercial & Professional Services,7180,JP,false
6207,Joseph Castillo,VP Marketing,Sign-up,Software & Services,1955,MK,true
6208,Crystal Schmidt,Data Engineer,Webinar,Software & Services,12605,SD,false
6209,Joshua Lyons,Growth Marketing Manager,Webinar,Technology Hardware & Equipment,1230,BF,true
6210,Nicole Berg MD,Software Engineer,Sign-up,Commercial & Professional Services,2980,TL,false
6211,Christopher Gonzalez,Analytics Engineer,In-Person Event,Commercial & Professional Services,630,AU,true
6212,Dominique Davis,Owner,Sign-up,Commercial & Professional Services,14980,PY,false
6213,Robert Torres DVM,Data Engineer,In-Person Event,Software & Services,9355,SC,false
6214,Monica Villanueva,CEO,Sign-up,Software & Services,1980,SO,true
6215,Gary Gordon,VP Data,Webinar,Commercial & Professional Services,2880,BW,false
6216,Tammy Carter,CFO,Webinar,Consumer Staples,1330,DE,false
6217,Lisa Butler,Growth Marketing Manager,Sign-up,Software & Services,7530,TH,false
6218,Carol Price,Software Engineer,Demo Requested,Commercial & Professional Services,10055,LU,false
6219,Shane Wilson,VP Data,Sign-up,Technology Hardware & Equipment,11055,UY,false
6220,Michelle Gonzalez,Growth Marketing Manager,Sign-up,Commercial & Professional Services,9080,AE,true
6221,Sarah Mosley,CFO,Sign-up,Consumer Durables & Apparel,6530,NZ,false
6222,Jennifer Long,Software Engineer,Sign-up,Consumer Durables & Apparel,12330,MW,false
6223,Kathy Miller,Solutions Architect,Sign-up,Commercial & Professional Services,8580,DM,false
6224,Robert Terry,Growth Marketing Manager,Sign-up,Consumer Staples,6655,CY,false
6225,David Zhang,Foudner,Sign-up,Software & Services,10180,BB,false
6226,Thomas Gould,VP Engineering,Demo Requested,Consumer Durables & Apparel,5680,BJ,false
6227,Robert Mitchell,Analytics Engineer,Sign-up,Technology Hardware & Equipment,9480,ER,false
6228,Samantha Brown,Analytics Engineer,Sign-up,Commercial & Professional Services,105,BW,false
6229,Angela Kramer,VP Marketing,Demo Requested,Consumer Staples,13430,NI,false
6230,Terry Schultz,Product Manager,Sign-up,Consumer Staples,9455,MH,false
6231,Valerie Schultz,Analytics Engineer,Sign-up,Software & Services,9555,VA,false
6232,Cassandra Patel,VP Data,Sign-up,Commercial & Professional Services,7480,DK,false
6233,Luis Watts,Data Scientist,Sign-up,Software & Services,12205,LR,false
6234,Benjamin Beck,VP Engineering,Sign-up,Technology Hardware & Equipment,11580,SK,false
6235,Sarah Baker,VP Data,Webinar,Consumer Staples,5955,BG,false
6236,Natalie Hudson,Foudner,Webinar,Software & Services,6680,MR,false
6237,Angela Sanders,Product Manager,Demo Requested,Technology Hardware & Equipment,7255,NG,false
6238,Michael Taylor,Software Engineer,Sign-up,Commercial & Professional Services,11230,CD,false
6239,Brianna Evans,Owner,In-Person Event,Consumer Staples,4880,LB,false
6240,Joseph Scott,Owner,Sign-up,Commercial & Professional Services,4630,BB,true
6241,Laura Martinez,Solutions Architect,Sign-up,Commercial & Professional Services,10430,IS,false
6242,Alexandra Mcdonald,CEO,In-Person Event,Technology Hardware & Equipment,7380,BN,false
6243,Amy Bennett,VP Engineering,Webinar,Commercial & Professional Services,5680,DE,false
6244,Kevin Reynolds,Analytics Manager,Sign-up,Consumer Durables & Apparel,11680,BO,false
6245,John Bender,VP Data,Sign-up,Software & Services,13530,IN,false
6246,Christopher Moore,VP Marketing,Sign-up,Consumer Staples,12180,GM,false
6247,Andrew Smith,Software Engineer,Sign-up,Consumer Staples,12555,KR,false
6248,Rebecca King,Foudner,Demo Requested,Consumer Durables & Apparel,11330,PW,false
6249,Kara Wilson,Growth Marketing Manager,Sign-up,Commercial & Professional Services,9480,ZM,false
6250,Amber Woods,Data Engineer,Demo Requested,Commercial & Professional Services,80,SL,true
6251,Shawn Copeland,Growth Marketing Manager,Sign-up,Commercial & Professional Services,530,BZ,false
6252,Joseph Smith,Data Analyst,Sign-up,Commercial & Professional Services,5580,VE,false
6253,Kelsey Burton,Data Analyst,Webinar,Technology Hardware & Equipment,13980,BJ,false
6254,Sarah Lopez,Data Analyst,Sign-up,Commercial & Professional Services,11855,NZ,false
6255,Helen Weaver,Growth Marketing Manager,In-Person Event,Commercial & Professional Services,7805,BR,false
6256,Colin Black,Account Executive,Sign-up,Commercial & Professional Services,3830,CH,false
6257,Linda Sims,Software Engineer,Webinar,Consumer Durables & Apparel,8430,SD,false
6258,Paul Robles,Data Analyst,Sign-up,Technology Hardware & Equipment,505,DE,false
6259,Teresa Gutierrez,Foudner,Sign-up,Commercial & Professional Services,4005,MA,false
6260,Justin Watson II,Data Engineer,In-Person Event,Consumer Staples,3630,LR,false
6261,Kenneth Macias,Analytics Engineer,Demo Requested,Consumer Durables & Apparel,8405,AD,false
6262,Stanley Thomas,Software Engineer,Sign-up,Commercial & Professional Services,9580,EE,false
6263,Nicole Barnett,Data Scientist,Demo Requested,Software & Services,3180,LA,false
6264,Matthew Grant,Foudner,Sign-up,Commercial & Professional Services,3330,AL,false
6265,Barbara Jarvis,Account Executive,In-Person Event,Consumer Staples,11830,IT,false
6266,Mary Webb,VP Data,Demo Requested,Software & Services,4980,VE,false
6267,James Robinson,Account Executive,Sign-up,Consumer Staples,9880,NI,false
6268,David Shea,CEO,Demo Requested,Commercial & Professional Services,4005,KN,false
6269,Heather Johnson,Data Engineer,Webinar,Consumer Staples,6580,LC,false
6270,Matthew Walters,Analytics Engineer,In-Person Event,Consumer Durables & Apparel,8205,DZ,false
6271,Travis Davis,Account Executive,Sign-up,Software & Services,3005,HN,false
6272,Joseph Hall,Owner,Sign-up,Commercial & Professional Services,12855,AE,false
6273,Donald Luna,VP Marketing,In-Person Event,Commercial & Professional Services,4430,PT,false
6274,Ashley Smith,Data Scientist,Sign-up,Technology Hardware & Equipment,7405,NP,false
6275,Scott Pham,Growth Marketing Manager,Sign-up,Consumer Staples,705,DE,false
6276,Steven Patel,Account Executive,Sign-up,Technology Hardware & Equipment,14405,KE,false
6277,Dr. Dawn Dixon,CEO,Webinar,Commercial & Professional Services,6355,KP,false
6278,Gina Kemp MD,Owner,Sign-up,Software & Services,4130,CO,true
6279,Christopher Woodward,Account Executive,In-Person Event,Consumer Staples,9430,KI,false
6280,Shaun Smith,Product Manager,In-Person Event,Consumer Staples,5,CG,false
6281,Heather Turner,Foudner,Sign-up,Consumer Staples,9355,GQ,false
6282,Laura Kelly,Data Scientist,In-Person Event,Commercial & Professional Services,2005,MK,false
6283,Ashley Gallagher,Software Engineer,Sign-up,Commercial & Professional Services,6980,DK,false
6284,Heidi Sanders,Foudner,Sign-up,Software & Services,1630,MT,true
6285,Sara Clark,Owner,Sign-up,Technology Hardware & Equipment,3505,CL,false
6286,Michelle Davis,Data Engineer,Sign-up,Consumer Staples,6780,KE,false
6287,Eric Ferguson,Product Manager,Sign-up,Commercial & Professional Services,9605,LT,false
6288,Nathaniel Farrell,Account Executive,Demo Requested,Software & Services,13455,EC,false
6289,Mitchell Franco,Foudner,In-Person Event,Software & Services,5780,MD,false
6290,William Campbell,Growth Marketing Manager,Sign-up,Commercial & Professional Services,12880,PY,false
6291,Gregory Hall,CEO,Sign-up,Technology Hardware & Equipment,3430,UA,false
6292,Angela Cooper,Analytics Manager,In-Person Event,Technology Hardware & Equipment,7205,FJ,false
6293,Christopher Johnson,VP Engineering,In-Person Event,Commercial & Professional Services,12730,KG,false
6294,Mark Brown,Analytics Engineer,Webinar,Technology Hardware & Equipment,9105,SN,false
6295,Meghan Swanson,Data Scientist,Sign-up,Commercial & Professional Services,13005,TZ,false
6296,Joanna Schwartz,VP Marketing,Webinar,Software & Services,13905,EE,true
6297,Elizabeth Allen,Data Scientist,Sign-up,Consumer Staples,7155,CZ,false
6298,Ian Rios,Foudner,Sign-up,Consumer Staples,12105,PE,false
6299,Shawn Reyes,Growth Marketing Manager,In-Person Event,Software & Services,13980,MU,false
6300,Catherine Ballard,CEO,In-Person Event,Commercial & Professional Services,14505,LU,true
6301,Cassandra Brown,Solutions Architect,Sign-up,Consumer Staples,3255,TD,false
6302,Jordan Harding,Analytics Engineer,In-Person Event,Commercial & Professional Services,9455,MZ,true
6303,David Jones,CFO,Sign-up,Technology Hardware & Equipment,4030,KR,true
6304,Jody Smith,Growth Marketing Manager,Sign-up,Consumer Durables & Apparel,2980,BI,false
6305,Johnny Johnson,CFO,Sign-up,Commercial & Professional Services,3630,KE,true
6306,Olivia Rhodes,Data Engineer,Sign-up,Software & Services,7955,GN,false
6307,Gregory Contreras,VP Marketing,Webinar,Commercial & Professional Services,5505,MG,false
6308,Janet Robinson,Data Engineer,Webinar,Consumer Durables & Apparel,7130,SO,false
6309,Amanda Miller,Account Executive,Sign-up,Consumer Durables & Apparel,5455,VA,false
6310,Michael Brown,CFO,In-Person Event,Software & Services,3930,AD,false
6311,Cody Rowe,Account Executive,Demo Requested,Consumer Staples,12180,TH,false
6312,Alicia Schwartz MD,Analytics Engineer,Sign-up,Commercial & Professional Services,11255,CU,true
6313,Billy Evans,Owner,Sign-up,Commercial & Professional Services,2655,LA,true
6314,Barbara Davidson,Analytics Engineer,Webinar,Consumer Staples,13255,LS,false
6315,Brandon George,Data Scientist,In-Person Event,Commercial & Professional Services,2530,BS,true
6316,Dr. Samantha Gregory,Analytics Engineer,Sign-up,Commercial & Professional Services,9905,AE,false
6317,Jesse Wall MD,Solutions Architect,In-Person Event,Consumer Staples,10455,HU,false
6318,Scott Powell,Analytics Engineer,In-Person Event,Commercial & Professional Services,2280,NP,false
6319,Stacey Green,Growth Marketing Manager,In-Person Event,Consumer Staples,6155,VN,false
6320,Mark Edwards,Data Scientist,Demo Requested,Consumer Staples,6930,KP,false
6321,Patrick Lara,Data Scientist,In-Person Event,Technology Hardware & Equipment,11530,LK,false
6322,Rachel Robles,Account Executive,In-Person Event,Consumer Staples,8855,BZ,false
6323,Connie White,CEO,In-Person Event,Commercial & Professional Services,6205,MA,false
6324,Lisa Avery,Owner,Sign-up,Software & Services,9705,,false
6325,Kimberly Dalton,Analytics Engineer,Sign-up,Consumer Staples,9755,NP,false
6326,Kimberly Miller,Owner,Sign-up,Consumer Durables & Apparel,3780,NP,false
6327,Jimmy Valdez,Account Executive,Sign-up,Technology Hardware & Equipment,5355,CR,false
6328,Robin Schultz,Data Analyst,Demo Requested,Commercial & Professional Services,4605,GQ,false
6329,Robert Simmons,CFO,Demo Requested,Software & Services,13180,GE,false
6330,Emily Hebert,Solutions Architect,Sign-up,Commercial & Professional Services,3980,AF,false
6331,Dylan Sullivan,CFO,Demo Requested,Software & Services,5505,KN,false
6332,Jonathan Moss,Data Engineer,Demo Requested,Software & Services,14730,GN,false
6333,Justin Andrews,VP Data,In-Person Event,Commercial & Professional Services,10580,LT,false
6334,Kimberly Anderson,VP Marketing,In-Person Event,Software & Services,205,CA,false
6335,William Mckinney,VP Marketing,Demo Requested,Commercial & Professional Services,3205,CN,false
6336,Michele Bradford,Analytics Engineer,Sign-up,Software & Services,5755,DO,false
6337,Jason Barnett,Foudner,In-Person Event,Commercial & Professional Services,2055,RU,false
6338,Tyler Cook,VP Marketing,Webinar,Software & Services,2955,GY,false
6339,Jeffery Small,VP Data,Demo Requested,Software & Services,4655,LY,false
6340,Michael Hoffman,Owner,Sign-up,Technology Hardware & Equipment,3255,LI,true
6341,Sandra Peterson,Analytics Engineer,Sign-up,Commercial & Professional Services,2805,PH,false
6342,Mary Rodriguez,CFO,Sign-up,Software & Services,4980,JO,false
6343,Leah Crosby,CFO,Sign-up,Commercial & Professional Services,12105,KR,false
6344,John Carlson,Analytics Engineer,Sign-up,Consumer Staples,7555,NP,false
6345,James Acevedo,Software Engineer,Sign-up,Technology Hardware & Equipment,12505,GM,false
6346,Megan Mcknight,Software Engineer,In-Person Event,Consumer Durables & Apparel,13055,ST,false
6347,Rachael Chambers,Growth Marketing Manager,In-Person Event,Commercial & Professional Services,5580,BI,false
6348,Daniel Hartman,Foudner,Sign-up,Software & Services,10630,LI,false
6349,Ronald Thomas,Product Manager,Demo Requested,Consumer Staples,7505,QA,false
6350,Donna Heath,CEO,Sign-up,Commercial & Professional Services,13280,MC,false
6351,Kimberly Savage,Data Engineer,Sign-up,Commercial & Professional Services,11730,CR,false
6352,Samantha Martinez,VP Marketing,Sign-up,Commercial & Professional Services,10780,DJ,false
6353,Jennifer Fisher,VP Data,Demo Requested,Technology Hardware & Equipment,5955,GH,false
6354,Steven Shepherd,VP Marketing,Sign-up,Technology Hardware & Equipment,855,LK,true
6355,James Jones,VP Data,Webinar,Consumer Staples,2855,SK,false
6356,Ms. Christine Wilson,CFO,Demo Requested,Consumer Durables & Apparel,905,VU,false
6357,Jenna Gonzalez,CEO,Sign-up,Consumer Staples,12430,FJ,false
6358,Jill Nguyen,Growth Marketing Manager,Sign-up,Consumer Staples,11180,MY,false
6359,Terry Smith,Data Analyst,In-Person Event,Software & Services,6830,PY,false
6360,Elizabeth Bell,VP Marketing,Demo Requested,Software & Services,7780,MG,false
6361,Roy Hughes,Owner,Sign-up,Software & Services,2180,BZ,true
6362,Brian Hoover,Data Scientist,Sign-up,Consumer Staples,1380,MT,false
6363,Allison Wood,Product Manager,Demo Requested,Software & Services,9055,BY,true
6364,Alexandria Brown,CFO,Webinar,Consumer Staples,13230,MY,false
6365,Stacy Smith,VP Engineering,Sign-up,Commercial & Professional Services,5855,ER,false
6366,John Francis,Product Manager,Webinar,Technology Hardware & Equipment,3580,IL,false
6367,Tamara Barton,VP Marketing,Webinar,Commercial & Professional Services,2430,GR,false
6368,Jason White,Owner,Sign-up,Commercial & Professional Services,14580,NI,false
6369,Jeremiah Adams,Analytics Manager,In-Person Event,Consumer Durables & Apparel,14505,DM,false
6370,Keith Hernandez,Analytics Engineer,Sign-up,Consumer Durables & Apparel,13880,PA,false
6371,Patrick Davis,VP Marketing,Sign-up,Commercial & Professional Services,2905,ZW,true
6372,Thomas Gilmore DVM,Analytics Engineer,Sign-up,Commercial & Professional Services,7180,WS,false
6373,Eric Martin,CFO,Webinar,Consumer Durables & Apparel,4880,LA,false
6374,Frederick Jones,Owner,Sign-up,Consumer Durables & Apparel,4555,BE,false
6375,Cynthia Harris,Growth Marketing Manager,Sign-up,Consumer Durables & Apparel,755,EC,false
6376,Amber Holden,CFO,Sign-up,Commercial & Professional Services,6230,RW,false
6377,Jared Waller,Software Engineer,Sign-up,Commercial & Professional Services,11255,CM,true
6378,Mrs. Charlotte Mccoy,Foudner,Sign-up,Commercial & Professional Services,12280,PW,false
6379,Denise Sherman,Data Scientist,In-Person Event,Consumer Durables & Apparel,4530,BZ,false
6380,Stephen Bell,Analytics Manager,Demo Requested,Commercial & Professional Services,8705,BT,true
6381,Ryan Evans,VP Data,Demo Requested,Software & Services,2055,GR,false
6382,Cameron Johnson,Analytics Manager,Demo Requested,Technology Hardware & Equipment,10730,MC,false
6383,Linda Clark,Foudner,Sign-up,Software & Services,7055,MG,false
6384,Julie Kelley,Account Executive,In-Person Event,Software & Services,5480,PA,false
6385,Derek Mckee,Data Analyst,Demo Requested,Consumer Durables & Apparel,3130,EE,true
6386,Krista Nelson,Data Engineer,Sign-up,Consumer Staples,12230,AD,false
6387,Gina Gonzalez,Solutions Architect,Sign-up,Commercial & Professional Services,11230,TR,false
6388,Ashley Lopez,Data Scientist,Sign-up,Software & Services,7430,FJ,false
6389,Francis Clark,VP Data,Demo Requested,Consumer Staples,10755,JO,false
6390,Samantha Mitchell,Data Scientist,In-Person Event,Commercial & Professional Services,13830,NI,false
6391,Daniel Harrell,VP Engineering,Sign-up,Commercial & Professional Services,4955,MC,false
6392,Christopher Marshall,CEO,Sign-up,Technology Hardware & Equipment,10305,SC,false
6393,Sophia Rodriguez,Owner,Sign-up,Consumer Durables & Apparel,12555,SN,false
6394,Raymond Howell,Foudner,In-Person Event,Commercial & Professional Services,14830,CV,false
6395,William Johnson,Solutions Architect,Webinar,Commercial & Professional Services,3305,CZ,false
6396,Michelle Meyer,Analytics Manager,Sign-up,Commercial & Professional Services,10055,KP,false
6397,Donna Brewer,Solutions Architect,Demo Requested,Technology Hardware & Equipment,8055,MN,false
6398,Thomas Munoz,Data Analyst,Sign-up,Software & Services,10855,NO,true
6399,Keith Brock,VP Marketing,Sign-up,Commercial & Professional Services,14205,CZ,false
6400,Taylor Bradley,Data Engineer,Sign-up,Commercial & Professional Services,8080,SL,false
6401,Jeffrey Bonilla,Account Executive,Sign-up,Consumer Staples,6130,US,false
6402,Michael Bender,Product Manager,Demo Requested,Consumer Staples,5730,TW,false
6403,Denise Green,CFO,In-Person Event,Software & Services,10980,TG,false
6404,Krista Long,VP Engineering,Demo Requested,Software & Services,8830,SG,false
6405,Matthew Riley,Account Executive,Webinar,Commercial & Professional Services,9680,MG,true
6406,Pamela Brown,VP Data,In-Person Event,Consumer Staples,6030,QA,false
6407,Sarah Mitchell,Owner,Sign-up,Software & Services,13380,AR,false
6408,Chelsea Zamora,Foudner,Sign-up,Commercial & Professional Services,5330,JP,false
6409,Richard Brown,Owner,Sign-up,Commercial & Professional Services,3930,WS,true
6410,Andrew Ellis,Data Engineer,In-Person Event,Software & Services,11255,PH,false
6411,Justin Rivas,Account Executive,Webinar,Consumer Staples,5855,ME,false
6412,Samantha Powell,Growth Marketing Manager,Sign-up,Software & Services,6780,NR,false
6413,Amber Bowman,Product Manager,Sign-up,Commercial & Professional Services,12430,IT,true
6414,Melvin Pierce,Software Engineer,Sign-up,Commercial & Professional Services,6030,GY,true
6415,Michael Meza,VP Data,Sign-up,Commercial & Professional Services,13505,SO,false
6416,Dana Shaw,Account Executive,In-Person Event,Commercial & Professional Services,3605,TT,false
6417,Courtney Evans,VP Data,Sign-up,Software & Services,5205,US,false
6418,Christopher Moody,Foudner,Demo Requested,Software & Services,880,AG,true
6419,Charles Smith,Data Scientist,In-Person Event,Software & Services,9080,SL,false
6420,Christopher Butler,VP Engineering,Sign-up,Technology Hardware & Equipment,14555,DK,false
6421,Ronald Obrien,Analytics Engineer,Demo Requested,Consumer Durables & Apparel,1655,IQ,false
6422,Daniel Stephens,Product Manager,Sign-up,Consumer Staples,9580,IR,false
6423,Elizabeth Berry,Product Manager,Webinar,Technology Hardware & Equipment,14455,MX,true
6424,Melissa Bishop,VP Marketing,Sign-up,Commercial & Professional Services,3605,MC,true
6425,Karen Carter,Data Engineer,In-Person Event,Commercial & Professional Services,6180,GW,true
6426,Andrea Ramirez,Software Engineer,Sign-up,Commercial & Professional Services,1530,PY,true
6427,Suzanne Washington,VP Data,In-Person Event,Consumer Staples,14405,HN,false
6428,Kelsey Jones,Data Analyst,Sign-up,Commercial & Professional Services,14180,MT,false
6429,Anna Hall,Account Executive,Demo Requested,Technology Hardware & Equipment,3955,PS,false
6430,Kevin Case,Solutions Architect,Sign-up,Software & Services,2055,MG,true
6431,Christopher Riley,Product Manager,In-Person Event,Technology Hardware & Equipment,4005,CV,false
6432,Timothy Stanley,Account Executive,Sign-up,Commercial & Professional Services,3255,BY,true
6433,Patrick Green,Data Scientist,Sign-up,Commercial & Professional Services,14630,TR,false
6434,Anna Moreno,CFO,Sign-up,Commercial & Professional Services,14105,BR,true
6435,Jennifer Sanders,Growth Marketing Manager,Sign-up,Commercial & Professional Services,11130,US,false
6436,David Mitchell,CFO,Sign-up,Commercial & Professional Services,1630,CU,true
6437,Blake Mason,VP Engineering,Demo Requested,Commercial & Professional Services,4880,AR,false
6438,Brandon Cochran,VP Engineering,Sign-up,Commercial & Professional Services,3380,ST,false
6439,Jon Castillo,Foudner,Sign-up,Software & Services,6005,AF,false
6440,Daniel Myers,Owner,Sign-up,Software & Services,1205,LI,true
6441,Julie Gibbs,Data Analyst,Demo Requested,Commercial & Professional Services,10455,BF,false
6442,Mark Garza,VP Engineering,Demo Requested,Commercial & Professional Services,14105,BJ,false
6443,Jill Wilkerson,Product Manager,Demo Requested,Consumer Durables & Apparel,10955,MH,false
6444,Elizabeth Manning,VP Data,Demo Requested,Consumer Durables & Apparel,9530,ID,false
6445,Richard Smith,Analytics Engineer,Sign-up,Commercial & Professional Services,705,ZA,true
6446,Reginald Kim,Data Scientist,Sign-up,Commercial & Professional Services,2755,ML,false
6447,Paige Rivera,Product Manager,Webinar,Commercial & Professional Services,10105,YE,false
6448,Eric Cruz,Owner,Sign-up,Commercial & Professional Services,530,SE,true
6449,Kevin Miller,Account Executive,Sign-up,Software & Services,14705,GH,false
6450,Steven Strickland,Product Manager,Demo Requested,Consumer Durables & Apparel,7880,RU,false
6451,Paige Duarte,Growth Marketing Manager,In-Person Event,Commercial & Professional Services,3905,BS,false
6452,John Duran,Foudner,In-Person Event,Commercial & Professional Services,3180,AR,false
6453,Jason Williams,VP Data,Sign-up,Consumer Staples,7880,ER,false
6454,Allison Collins,Data Analyst,Sign-up,Consumer Staples,1255,CO,false
6455,Charles Potter,Product Manager,Sign-up,Commercial & Professional Services,14130,CD,false
6456,Leslie Scott,Solutions Architect,Demo Requested,Consumer Durables & Apparel,6230,BZ,false
6457,Dalton Wolfe,Solutions Architect,Sign-up,Commercial & Professional Services,5005,LK,false
6458,Michelle Murphy,Software Engineer,In-Person Event,Software & Services,10330,TG,true
6459,Jill Francis,Analytics Engineer,Webinar,Commercial & Professional Services,1255,VC,false
6460,Lauren Morris,CFO,Demo Requested,Commercial & Professional Services,9530,BF,false
6461,John York,Analytics Engineer,Sign-up,Commercial & Professional Services,1255,RO,true
6462,Melissa Bush,Analytics Manager,Demo Requested,Consumer Staples,2730,JM,false
6463,Ann Flores,Data Analyst,Sign-up,Consumer Staples,2905,KE,false
6464,Emily Schroeder,Analytics Engineer,Sign-up,Software & Services,905,AD,true
6465,Luke Todd,Software Engineer,Webinar,Commercial & Professional Services,13730,TG,true
6466,William Rogers,Analytics Engineer,Sign-up,Technology Hardware & Equipment,10205,GN,false
6467,Joshua Hardy,Owner,Demo Requested,Commercial & Professional Services,5855,IS,false
6468,Gregory Clayton,Data Analyst,In-Person Event,Commercial & Professional Services,9755,NP,true
6469,Julian Steele,Data Analyst,Demo Requested,Commercial & Professional Services,7980,MV,false
6470,Brian Johnson,CFO,In-Person Event,Software & Services,1530,KM,true
6471,James Clark,Owner,Sign-up,Commercial & Professional Services,5030,LY,false
6472,Tammy Barnett,Solutions Architect,Sign-up,Software & Services,12155,ET,false
6473,Ashley Wheeler,CFO,Sign-up,Consumer Staples,5805,VN,false
6474,Kenneth Jones,Foudner,Sign-up,Consumer Staples,10430,TH,false
6475,Zachary Allen,Analytics Engineer,Demo Requested,Software & Services,6980,HR,false
6476,Heather Davidson,Analytics Engineer,Demo Requested,Consumer Staples,7780,AL,false
6477,Monica Wilson,VP Marketing,Sign-up,Software & Services,14705,YE,false
6478,Bryan Whitehead,Analytics Engineer,Sign-up,Software & Services,1405,MV,true
6479,Billy Matthews,Analytics Manager,Sign-up,Commercial & Professional Services,12955,AZ,true
6480,Nicholas Diaz,Software Engineer,Sign-up,Commercial & Professional Services,3305,SG,true
6481,Eric Baker,Solutions Architect,Sign-up,Software & Services,2230,SV,false
6482,Darrell Jordan,Foudner,Sign-up,Consumer Durables & Apparel,7780,KP,false
6483,Charles Townsend,Owner,In-Person Event,Commercial & Professional Services,9205,MU,false
6484,Katherine Lewis,Data Analyst,Sign-up,Consumer Durables & Apparel,1955,MG,false
6485,Rebecca Brock,VP Engineering,Sign-up,Consumer Staples,2255,FR,false
6486,Nathaniel Riley,Solutions Architect,Demo Requested,Software & Services,14680,MR,false
